rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link
Tasaki BBQ - Nướng Than Hoa Nhật Bản - SC VivoCity,"Tầng 2,  Tầng 2, SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",10:00 - 21:15,30.000 - 1.200.000,7.5,8.2,6.7,7.5,7.8,7.4,https://www.foody.vn/ho-chi-minh/tasaki-bbq-sc-vivocity
Sumo BBQ - SC VivoCity - Buffet Nướng & Lẩu,"Tầng 2,  Tầng 2 Lô 02 - 39 SC Vivo City, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",09:00 - 21:00,300.000 - 407.000,8.4,8.6,8.1,8.4,8.5,8.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-buffet-nuong-lau-sc-vivocity
Thai Express - Món Thái - Vạn Hạnh Mall,"Tầng 5,  12 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",11:00 - 20:00,100.000 - 200.000,7.2,7.3,6.8,7.1,7.3,7.4,https://www.foody.vn/ho-chi-minh/thai-express-mon-thai-van-hanh-mall
Chanh Bistro Rooftop Saigon - Calmette,"Rooftop, 171 Calmette, P. Bến Thành, Quận 1, TP. HCM",10:30 - 23:00,25.000 - 450.000,8.1,8.2,7.5,8.0,8.3,8.4,https://www.foody.vn/ho-chi-minh/chanh-bistro-rooftop-nha-hang-mon-au
Sumo BBQ - Vincom Mega Mall Thảo Điền - Buffet Nướng & Lẩu,"Tầng 4,  Tầng 4, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,300.000 - 400.000,8.2,8.4,7.6,8.4,8.3,8.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-vincom-mega-mall-thao-dien-buffet-nuong-lau
Thai Express - Món Thái - AEON Mall Tân Phú,"Tầng 3,  Tầng 3 AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",11:00 - 20:00,55.000 - 170.000,7.1,6.6,7.0,7.8,7.2,6.8,https://www.foody.vn/ho-chi-minh/thai-express-mon-thai-aeon-mall-tan-phu
Chanh Bistro Rooftop Saigon - Lý Tự Trọng,"Rooftop, 215 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",10:30 - 23:45,25.000 - 450.000,8.6,8.8,7.6,9.0,9.1,8.5,https://www.foody.vn/ho-chi-minh/chanh-bistro-rooftop-saigon-ly-tu-trong
Sumo BBQ - TTTM Đông Phương - Buffet Nướng & Lẩu,"TTTM Đông Phương, 685 Âu Cơ, P. Tân Thành, Quận Tân Phú, TP. HCM",10:00 - 22:00,300.000 - 500.000,8.7,8.8,8.6,8.5,8.8,8.8,https://www.foody.vn/ho-chi-minh/sumo-bbq-tttm-dong-phuong-buffet-nuong-lau
Sushi Masa - Thạch Thị Thanh,"52 Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM",11:00 - 22:00,39.000 - 129.000,7.7,7.9,7.7,7.8,7.4,7.6,https://www.foody.vn/ho-chi-minh/sushi-masa
Gánh - Đặc Sản Nha Trang - Phạm Ngọc Thạch,"58/4 Phạm Ngọc Thạch, Quận 3, TP. HCM",08:00 - 23:00,60.000 - 132.000,6.5,6.6,5.7,6.2,7.1,6.8,https://www.foody.vn/ho-chi-minh/nem-nuong-ganh-dac-san-nha-trang-pham-ngoc-thach
Sumo BBQ - Aeon Mall Bình Tân - Buffet Nướng & Lẩu,"Tầng Trệt,  Tầng Trệt Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",10:00 - 22:00,300.000 - 450.000,8.5,8.6,8.1,8.6,8.7,8.3,https://www.foody.vn/ho-chi-minh/sumo-bbq-aeon-mall-binh-tan-710660
Sushi Masa - Lê Văn Sỹ,"78 Lê Văn Sỹ, P. 11, Quận Phú Nhuận, TP. HCM",11:00 - 22:00,12.000 - 858.000,7.9,8.1,7.7,7.9,7.7,7.9,https://www.foody.vn/ho-chi-minh/sushi-masa-le-van-sy
Sumo BBQ - Vạn Hạnh Mall - Buffet Nướng & Lẩu,"Tầng 5,  Tầng 5 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 22:00,269.000 - 389.000,8.2,8.5,7.5,8.1,8.7,8.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-van-hanh-mall-buffet-nuong-lau
Gánh - Đặc Sản Nha Trang - Hai Bà Trưng,"91 Hai Bà Trưng, P. Bến Nghé, Quận 1, TP. HCM",Đang cập nhật,50.000 - 200.000,7.1,7.1,6.3,7.1,7.5,7.5,https://www.foody.vn/ho-chi-minh/ganh-dac-san-nha-trang-hai-ba-trung
Gánh - Đặc Sản Nha Trang,"91 Hai Bà Trưng, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 23:00,20.000 - 150.000,,5.9,5.3,5.3,6.3,6.1,https://www.foody.vn/ho-chi-minh/ganh-dac-san-nha-trang
Sumo BBQ - Phan Văn Trị - Buffet Nướng & Lẩu,"439A1 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",11:00 - 22:00,300.000 - 500.000,6.9,6.8,6.6,6.8,7.2,7.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-phan-van-tri-buffet-nuong-lau
Uraetei BBQ - Phổ Đình - Nam Kỳ Khởi Nghĩa,"69-71 Nam Kỳ Khởi Nghĩa, P. Bến Thành, Quận 1, TP. HCM",11:00 - 23:00,200.000 - 660.000,7.5,7.9,6.8,7.2,7.6,7.8,https://www.foody.vn/ho-chi-minh/pho-dinh-nam-ky-khoi-nghia
Dao Hua - Taiwanese Hotpot Paradise - Hoàng Hoa Thám,"63B Hoàng Hoa Thám, P. 13, Quận Tân Bình, TP. HCM",11:00 - 22:00,50.000 - 200.000,7.3,7.2,7.3,7.1,7.5,7.5,https://www.foody.vn/ho-chi-minh/dao-hua-taiwanese-hotpot-paradise-hoang-hoa-tham
Sumo BBQ - Gigamall - Buffet Nướng & Lẩu,"Gian Hàng 05 - 16, 05 - 17, Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,300.000 - 407.000,9.6,9.6,9.4,9.6,9.6,9.6,https://www.foody.vn/ho-chi-minh/sumo-bbq-giga-mall-buffet-nuong-lau
Uraetei BBQ - Phổ Đình - AEON Mall,"Tầng 1,  Tầng 1 AEON Mall, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",11:00 - 22:00,150.000 - 550.000,7.5,8.0,6.5,7.4,7.9,7.7,https://www.foody.vn/ho-chi-minh/uraetei-pho-dinh-aeon-mall
Dao Hua - Taiwanese Hotpot Paradise - Estella Place,"Tầng 3,  Tầng 3, L3 - L10 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",11:00 - 22:00,50.000 - 300.000,8.2,8.2,7.7,8.5,8.5,7.9,https://www.foody.vn/ho-chi-minh/dao-hua-taiwanese-hotpot-paradise-estella-place
Buffet Ăn Vặt,"343/6 Nguyễn Tri Phương, Quận 10, TP. HCM",09:00 - 22:00,80.000 - 100.000,,4.5,5.5,4.5,5.5,6.0,https://www.foody.vn/ho-chi-minh/buffet-an-vat
Uraetei BBQ - Phổ Đình - Hoàng Văn Thái,"73 Hoàng Văn Thái, P. Tân Phú, Quận 7, TP. HCM",11:00 - 23:00,200.000 - 660.000,6.9,7.1,6.7,6.5,7.3,7.1,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-hoang-van-thai
Mr. Bistek - Beefsteak Lê Thị Riêng,"11 - 13 Lê Thị Riêng, P. Bến Thành, Quận 1, TP. HCM",09:00 - 22:00,50.000 - 100.000,8.3,8.3,8.4,8.3,8.4,8.3,https://www.foody.vn/ho-chi-minh/mr-bistek
Hana BBQ & Hot Pot Buffet - Nguyễn Quý Đức,"65 Nguyễn Quý Đức, P. An Phú, Quận 2, TP. HCM",08:00 - 22:00,120.000 - 220.000,7.0,7.5,7.0,7.2,6.6,6.8,https://www.foody.vn/ho-chi-minh/hana-buffet
Uraetei BBQ - Phổ Đình - Trần Quốc Thảo,"125A Trần Quốc Thảo, P. 7, Quận 3, TP. HCM",11:00 - 22:00,200.000 - 660.000,7.5,8.1,6.6,7.1,7.9,7.8,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-tran-quoc-thao
Mr. Bistek - Beefsteak Trần Bình Trọng,"115A Trần Bình Trọng, P. 2, Quận 5, TP. HCM",09:00 - 22:00,39.000 - 176.000,7.7,8.0,7.6,7.4,7.6,8.1,https://www.foody.vn/ho-chi-minh/mr-bistek-beefsteak-tran-binh-trong
Hana BBQ & Hot Pot Buffet - Điện Biên Phủ,"243 Điện Biên Phủ, P. 6, Quận 3, TP. HCM",08:00 - 22:00,200.000 - 330.000,7.0,7.3,6.8,6.7,6.7,7.3,https://www.foody.vn/ho-chi-minh/hana-buffet-dien-bien-phu
Uraetei BBQ - Phổ Đình - Thảo Điền,"4 Thảo Điền, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,200.000 - 400.000,7.7,8.2,6.9,7.3,8.3,7.9,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-thao-dien
Hana BBQ & Hot Pot Buffet - Mạc Đĩnh Chi,"45A Mạc Đĩnh Chi, Quận 1, TP. HCM",11:00 - 22:30,200.000 - 330.000,7.1,7.5,7.0,7.0,6.7,7.1,https://www.foody.vn/ho-chi-minh/hana-bbq-hot-pot-buffet-mac-dinh-chi
Veggie Saigon - Nhà Hàng Chay & Cafe - 283/45 Phạm Ngũ Lão,"283/45 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",09:00 - 21:30,20.000 - 50.000,6.0,5.9,5.8,6.0,6.0,6.4,https://www.foody.vn/ho-chi-minh/veggie-saigon-nha-hang-chay-cafe-283-45-pham-ngu-lao
Uraetei BBQ - Phổ Đình - Trần Hưng Đạo,"543 - 545 - 547 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",11:00 - 23:00,200.000 - 660.000,7.4,7.9,6.8,6.7,7.5,8.2,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-tran-hung-dao
Veggie Saigon - Nhà Hàng Chay & Cafe - Tôn Thất Đạm,"74 Tôn Thất Đạm, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 20:00,20.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/veggie-saigon-nha-hang-chay-cafe-ton-that-dam
Hana BBQ & Hot Pot Buffet - Phạm Viết Chánh,"25 - 25A Phạm Viết Chánh, Quận 1, TP. HCM",11:00 - 15:00 | 17:00 - 23:00,200.000 - 350.000,6.9,7.1,6.9,6.7,6.6,7.2,https://www.foody.vn/ho-chi-minh/hana-bbq-hot-pot-buffet-pham-viet-chanh
Veggie Saigon - Nhà Hàng Chay & Café - Đề Thám,"42 Đề Thám, P. Cầu Ông Lãnh, Quận 1, TP. HCM",08:30 - 18:30,15.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/veggie-saigon-nha-hang-chay-cafe-de-tham
Uraetei BBQ - Phổ Đình - 3 Tháng 2,"430 - 432 - 434 Đường 3 Tháng 2, P. 12, Quận 10, TP. HCM",11:00 - 23:00,30.000 - 650.000,7.6,8.3,7.0,7.2,7.7,7.7,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-3-thang-2
Hana BBQ & Hot Pot Buffet - Phan Văn Trị,"705 - 707 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",11:00 - 22:00,200.000 - 330.000,6.1,6.2,6.1,5.7,6.0,6.3,https://www.foody.vn/ho-chi-minh/hana-bbq-hot-pot-buffet-phan-van-tri
Phố Nướng Tư Trì - Xô Viết Nghệ Tĩnh,"603 Xô Viết Nghệ Tĩnh, P. 26, Quận Bình Thạnh, TP. HCM",09:00 - 23:00,100.000 - 220.000,8.4,8.0,8.0,9.0,9.0,8.0,https://www.foody.vn/ho-chi-minh/tu-tri-xo-viet-nghe-tinh
Uraetei BBQ - Phổ Đình - Nguyễn Trãi,"965 - 967 -969 Nguyễn Trãi, P. 14, Quận 5, TP. HCM",11:00 - 22:00,30.000 - 650.000,8.2,8.4,7.2,8.6,8.6,8.1,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-nguyen-trai
Hana BBQ & Hot Pot Buffet - Nguyễn Văn Linh,"1034 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",08:00 - 22:00,200.000 - 350.000,,5.8,6.2,5.3,5.4,6.2,https://www.foody.vn/ho-chi-minh/hana-bbq-hot-pot-buffet-nguyen-van-linh
Phố Nướng Tư Trì - Bình Quới,"1121 Bình Qưới, P. 28, Quận Bình Thạnh, TP. HCM",09:00 - 23:00,100.000 - 220.000,7.3,7.6,7.2,6.8,7.9,6.9,https://www.foody.vn/ho-chi-minh/pho-nuong-tu-tri-binh-quoi
Uraetei BBQ - Phổ Đình - Nguyễn Hồng Đào,"166-168-170 Nguyễn Hồng Đào, P. 14, Quận Tân Bình, TP. HCM",11:00 - 23:00,200.000 - 660.000,7.9,8.2,7.3,7.2,8.3,8.6,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-nguyen-hong-dao
Hana BBQ & Hot Pot Buffet - Tân Sơn Nhì,"206 Tân Sơn Nhì, P. Tân Sơn Nhì, Quận Tân Phú, TP. HCM",11:00 - 22:00,236.000 - 296.000,6.3,6.2,6.1,6.0,6.7,6.5,https://www.foody.vn/ho-chi-minh/hana-bbq-hot-pot-buffet-tan-son-nhi
Phố Nướng Tư Trì - Lê Văn Thọ,"499 Lê Văn Thọ, P. 9, Quận Gò Vấp, TP. HCM",09:00 - 23:00,100.000 - 220.000,7.3,7.8,7.1,6.3,7.0,8.1,https://www.foody.vn/ho-chi-minh/tu-tri-le-van-tho
Nhà Hàng Tân Hải Vân - Nguyễn Trãi,"158 - 164 Nguyễn Trãi, Quận 1, TP. HCM",06:00 - 23:00,50.000 - 330.000,7.4,7.6,7.0,7.0,7.4,7.8,https://www.foody.vn/ho-chi-minh/tan-hai-van
D'Maris - Buffet Cao Cấp - Parkson Cantavil,"Tầng 6,  Tầng 6 Parkson Cantavil, Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",11:30 - 22:00,370.000 - 520.000,7.5,7.4,7.1,7.5,8.2,7.4,https://www.foody.vn/ho-chi-minh/d-maris-buffet-cao-cap
Nhà Hàng Tư Trì - Lẩu Dê & Hải Sản,"6 Khổng Tử, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",09:00 - 23:00,100.000 - 220.000,7.6,7.3,7.4,7.3,8.1,8.0,https://www.foody.vn/ho-chi-minh/tu-tri-khong-tu
Nhà Hàng Tân Hải Vân - Phan Văn Trị,"503 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",08:00 - 20:00,50.000 - 330.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/nha-hang-tan-hai-van-phan-van-tri
D'Maris - Buffet Cao Cấp - Pico Lotte,"Tầng 5 Pico Plaza, 20 CộNg HòA, P. 12, Quận Tân Bình, TP. HCM",11:30 - 22:00,370.000 - 520.000,7.1,6.7,6.6,7.0,8.0,7.2,https://www.foody.vn/ho-chi-minh/d-maris-buffet-cao-cap-pico-lotte
Phố Nướng Tư Trì - Nguyễn Súy,"206 Nguyễn Súy, P. Tân Qúy, Quận Tân Phú, TP. HCM",09:00 - 23:00,100.000 - 220.000,7.1,7.4,6.8,6.7,7.5,7.4,https://www.foody.vn/ho-chi-minh/tu-tri-nguyen-suy
Bonjour Resto' - Beefsteak Nguyễn Trãi,"150/35 Nguyễn Trãi, P. Bến Thành, Quận 1, TP. HCM",09:00 - 22:00,100.000 - 200.000,7.0,7.6,7.0,6.8,6.8,7.1,https://www.foody.vn/ho-chi-minh/bonjour-resto-beefsteak-nguyen-trai
D'Maris - Buffet Cao Cấp - Lotte Mart Nam Sài Gòn,"Lầu 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",11:00 - 22:00,370.000 - 520.000,7.6,7.1,7.1,7.7,8.5,7.9,https://www.foody.vn/ho-chi-minh/d-maris-buffet-cao-cap-lotte-mart-nam-sai-gon
Phố Nướng Tư Trì - 357 Bình Quới,"357 Bình Quới, P. 28, Quận Bình Thạnh, TP. HCM",16:00 - 23:00,50.000 - 220.000,7.4,7.0,7.0,7.0,8.0,8.0,https://www.foody.vn/ho-chi-minh/tu-tri-357-binh-quoi
Bonjour Resto' - Beefsteak Nguyễn Huy Tưởng,"6/2 Nguyễn Huy Tưởng, P. 6, Quận Bình Thạnh, TP. HCM",10:00 - 14:00 | 17:00 - 20:00,100.000 - 200.000,6.9,7.3,6.5,6.7,7.2,6.7,https://www.foody.vn/ho-chi-minh/bonjour-resto-beefsteak-nguyen-huy-tuong
King BBQ - Vua Nướng Hàn Quốc - Vincom Center,"Tầng Hầm 3,  Tầng B3, Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 21:15,150.000 - 440.000,7.4,7.9,6.6,7.7,7.4,7.6,https://www.foody.vn/ho-chi-minh/king-bbq-vincom-center
Daiichi - Ramen & Curry - Thái Văn Lung,"8A/2B2 Thái Văn Lung, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 23:00,10.000 - 180.000,8.2,8.7,8.4,8.3,8.1,7.6,https://www.foody.vn/ho-chi-minh/daiichi-ramen-curry-thai-van-lung
Bonjour Resto' - Beefsteak Pasteur,"178/8 Pasteur, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 14:00 | 17:00 - 21:00,100.000 - 200.000,6.7,6.9,6.6,6.5,7.1,6.7,https://www.foody.vn/ho-chi-minh/bonjour-resto-beefsteak-pasteur
King BBQ - Vua Nướng Hàn Quốc - Vincom Thủ Đức,"Tầng 3,  Tầng 3 Vincom Thủ Đức, 216 Võ Văn Ngân , P. Bình Thọ, Tp. Thủ Đức, TP. HCM",10:00 - 21:15,199.000 - 495.000,7.3,7.3,6.9,7.2,7.6,7.7,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-vincom-thu-duc
Daiichi - Ramen & Curry - Nguyễn Công Trứ,"113 Nguyễn Công Trứ, P. 19, Quận Bình Thạnh, TP. HCM",06:00 - 14:00 | 17:00 - 22:00,10.000 - 180.000,8.0,9.2,7.2,7.8,7.8,7.8,https://www.foody.vn/ho-chi-minh/daiichi-ramen-curry-nguyen-cong-tru
Beefsteak Hai Con Bò - Nguyễn Cư Trinh,"85 Nguyễn Cư Trinh, Quận 1, TP. HCM",07:00 - 22:00,65.000 - 110.000,6.9,6.9,6.7,6.7,6.9,7.4,https://www.foody.vn/ho-chi-minh/hai-con-bo-nguyen-cu-trinh
King BBQ - Vua Nướng Hàn Quốc - SC VivoCity,"Tầng 4,  04-05B SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",10:00 - 21:15,200.000 - 500.000,7.3,7.3,6.9,7.4,7.3,7.6,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-sc-vivocity
Chả Cá Lã Vọng - Hồ Xuân Hương,"7 Hồ Xuân Hương, P. 6, Quận 3, TP. HCM",11:00 - 14:00 | 17:00 - 23:00,50.000 - 110.000,,5.9,4.7,5.0,6.1,6.2,https://www.foody.vn/ho-chi-minh/cha-ca-la-vong
Beefsteak Hai Con Bò - Nguyễn Thị Minh Khai,"496C Nguyễn Thị Minh Khai, Quận 3, TP. HCM",08:00 - 20:00,50.000 - 130.000,6.6,6.6,6.3,6.5,6.6,7.3,https://www.foody.vn/ho-chi-minh/hai-con-bo-nguyen-thi-minh-khai
Chả Cá Lã Vọng - Nguyễn Văn Linh,"1000 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",11:00 - 14:00 | 17:00 - 21:00,180.000 - 300.000,,5.1,3.6,4.6,5.6,6.0,https://www.foody.vn/ho-chi-minh/cha-ca-la-vong-pham-van-nghi
King BBQ - Vua Nướng Hàn Quốc - Cao Thắng,"58C Cao Thắng, P. 5, Quận 3, TP. HCM",10:00 - 21:15,150.000 - 440.000,7.2,7.4,6.7,7.5,7.3,7.2,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-cao-thang
"Hai Con Bò - Beefsteak, BBQ, Buffet Nướng & Lẩu - Nguyễn Quý Đức","41 Nguyễn Quý Đức, P. An Phú, Quận 2, TP. HCM",10:00 - 14:00 | 17:00 - 22:00,65.000 - 150.000,7.9,7.3,7.6,8.4,7.9,8.1,https://www.foody.vn/ho-chi-minh/beefsteak-hai-con-bo-nguyen-quy-duc
King BBQ - Vua Nướng Hàn Quốc - Vincom Quang Trung,"Tầng Hầm 1,  B1-11 Vincom Quang Trung, 190 Quang Trung, Quận Gò Vấp, TP. HCM",10:00 - 21:15,50.000 - 500.000,7.5,7.8,7.0,7.9,7.3,7.4,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-vincom-go-vap
Chả Cá Lã Vọng - Hoa Phượng,"106 Hoa Phượng, Quận Phú Nhuận, TP. HCM",11:00 - 14:00 | 17:00 - 23:00,50.000 - 110.000,,4.8,4.6,4.2,6.0,6.1,https://www.foody.vn/ho-chi-minh/cha-ca-la-vong-hoa-phuong
Dim Tu Tac - Nhà Hàng Quảng Đông - Đông Du,"55 Đông Du, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,50.000 - 500.000,7.4,7.8,6.7,7.1,7.6,7.8,https://www.foody.vn/ho-chi-minh/dim-tu-tac-nha-hang-quang-dong-dong-du
King BBQ - Vua Nướng Hàn Quốc - Vincom Phan Văn Trị,"Tầng 4,  Tầng 4, Vincom Gò Vấp, 12 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",10:00 - 21:15,50.000 - 550.000,7.0,7.2,6.3,6.7,7.2,7.5,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-vincom-go-vap-phan-van-tri
Cục Gạch Quán - Mâm Cơm Gia Đình Việt Nam,"10 Đặng Tất, P. Tân Định, Quận 1, TP. HCM",09:00 - 23:00,200.000 - 330.000,7.2,7.5,6.2,7.1,8.0,7.2,https://www.foody.vn/ho-chi-minh/cuc-gach-quan-mam-com-gia-dinh-viet-nam
King BBQ - Vua Nướng Hàn Quốc - Vincom Lê Văn Việt,"Vincom Lê Văn Việt, 50 Lê Văn Việt, P. Hiệp Phú, Quận 9, TP. HCM",10:00 - 21:15,200.000 - 500.000,7.6,7.6,7.1,7.8,7.9,7.6,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-vincom-le-van-viet
Dim Tu Tac - Nhà Hàng Quảng Đông - Saigon Centre,"Tầng 6, Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,50.000 - 500.000,7.5,7.7,7.2,7.4,7.2,8.0,https://www.foody.vn/ho-chi-minh/dim-tu-tac-nha-hang-quang-dong-saigon-centre
Cục Gạch Cafe & Restaurant,"79 Phan Kế Bính, P. Đa Kao, Quận 1, TP. HCM",07:00 - 23:30,60.000 - 200.000,6.6,6.4,5.9,6.2,7.4,6.9,https://www.foody.vn/ho-chi-minh/cuc-gach-cafe
King BBQ - Vua Nướng Hàn Quốc - Lê Văn Sỹ,"347 Lê Văn Sỹ, P. 1, Quận Tân Bình, TP. HCM",10:00 - 21:15,199.000 - 329.000,6.9,6.9,6.5,6.8,7.0,7.1,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-le-van-sy
Subway - Nowzone,"Lầu 4, Nowzone, 235 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",09:30 - 21:00,45.000 - 105.000,6.8,7.5,6.0,7.0,6.7,7.1,https://www.foody.vn/ho-chi-minh/subway-nowzone
Cục Gạch Quán - Thạch Thị Thanh,"92 Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM",09:00 - 22:00,30.000 - 150.000,7.4,7.5,6.9,7.0,8.0,7.3,https://www.foody.vn/ho-chi-minh/cuc-gach-quan-thach-thi-thanh
King BBQ - Vua Nướng Hàn Quốc - TTTM Takashimaya,"Tầng 5,  Tầng 5 TTTM Takashimaya, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 21:15,100.000 - 500.000,7.7,7.6,7.0,7.9,7.5,8.3,https://www.foody.vn/ho-chi-minh/king-bbq-saigon-centre
Subway - RMIT Nguyễn Văn Linh,"702 Nguyễn Văn Linh, Quận 7, TP. HCM",06:30 - 22:00,45.000 - 105.000,6.7,7.3,5.8,6.8,6.7,6.9,https://www.foody.vn/ho-chi-minh/subway-rmit-nguyen-van-linh
Domino’s Pizza - Phú Mỹ Hưng,"117 Nguyễn Đức Cảnh, P. Tân Phong, Quận 7, TP. HCM",10:00 - 22:00,45.000 - 165.000,7.8,7.8,7.8,7.7,7.6,8.0,https://www.foody.vn/ho-chi-minh/domino-s-pizza-phu-my-hung
King BBQ - Vua Nướng Hàn Quốc - AEON Mall Bình Tân,"Tầng 3,  Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",10:00 - 21:15,200.000 - 300.000,6.8,7.0,6.6,6.3,6.9,7.3,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-aeon-mall-binh-tan
Sky Garden - BBQ & Hot Pot - Phan Văn Trị,"823 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",10:00 - 23:00,50.000 - 594.000,7.8,8.0,7.6,8.0,7.4,7.9,https://www.foody.vn/ho-chi-minh/sky-garden-bbq-hot-pot-phan-van-tri
Domino’s Pizza - Nguyễn Tri Phương,"313 Nguyễn Tri Phương, P. 5, Quận 10, TP. HCM",10:00 - 22:00,49.000 - 199.000,7.4,7.6,7.5,7.2,7.2,7.6,https://www.foody.vn/ho-chi-minh/domino-s-pizza-nguyen-tri-phuong
King BBQ - Vua Nướng Hàn Quốc - Nguyễn Tri Phương,"515 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",10:00 - 21:15,50.000 - 400.000,7.5,7.3,7.1,7.7,7.4,7.9,https://www.foody.vn/ho-chi-minh/king-bbq-nguyen-tri-phuong
Sky Garden - BBQ & Hot Pot - 3 Tháng 2,"504 - 506 Đường 3 Tháng 2, P. 14, Quận 10, TP. HCM",10:00 - 23:00,50.000 - 594.000,7.7,7.7,7.4,7.8,7.7,7.7,https://www.foody.vn/ho-chi-minh/sky-garden-bbq-hot-pot-3-thang-2
Domino’s Pizza - Khánh Hội,"133 Khánh Hội, P. 3, Quận 4, TP. HCM",10:00 - 22:00,49.000 - 199.000,7.2,7.4,7.1,7.1,6.9,7.4,https://www.foody.vn/ho-chi-minh/domino-s-pizza-khanh-hoi
King BBQ - Vua Nướng Hàn Quốc - Big C Oriental Plaza Âu Cơ,"Gian Hàng Số 4, Big C Oriental Plaza Âu Cơ, 685 Âu Cơ, P. Tân Thành, Quận Tân Phú, TP. HCM",10:00 - 21:15,169.000 - 329.000,7.0,7.0,6.6,7.3,7.1,7.0,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-big-c-oriental-plaza-au-co
Sky Garden - Cicilia,"12D Cách Mạng Tháng 8, P. Bến Thành, Quận 1, TP. HCM",10:00 - 22:30,50.000 - 500.000,7.6,7.5,7.1,7.4,8.1,7.9,https://www.foody.vn/ho-chi-minh/sky-garden-cicilia
